,Partner Name,Specializations Link,Specializations Title ,description,Star Rating 5,Reviwers,meta,Course 1 Title,Course 1 link,Course 1 Duration Hours,Course 1 Rating 5 Stars,Course 1 Number of Raters ,Course 1 enrollment,Course 2 Title,Course 2 link,Course 2 Duration Hours,Course 2 Rating 5 Stars,Course 2 Number of Raters ,Course 2 enrollment,Course 3 Title,Course 3 link,Course 3 Duration Hours,Course 3 Rating 5 Stars,Course 3 Number of Raters ,Course 3 enrollment,Course 4 Title,Course 4 link,Course 4 Duration Hours,Course 4 Rating 5 Stars,Course 4 Number of Raters ,Course 4 enrollment,Course 5 Title,Course 5 link,Course 5 Duration Hours,Course 5 Rating 5 Stars,Course 5 Number of Raters ,Course 5 enrollment,Course 6 Title,Course 6 link,Course 6 Duration Hours,Course 6 Rating 5 Stars,Course 6 Number of Raters ,Course 6 enrollment,Course 7 Title,Course 7 link,Course 7 Duration Hours,Course 7 Rating 5 Stars,Course 7 Number of Raters ,Course 7 enrollment,Course 8 Title,Course 8 link,Course 8 Duration Hours,Course 8 Rating 5 Stars,Course 8 Number of Raters ,Course 8 enrollment,Course 9 Title,Course 9 link,Course 9 Duration Hours,Course 9 Rating 5 Stars,Course 9 Number of Raters ,Course 9 enrollment,Course 10 Title,Course 10 link,Course 10 Duration Hours,Course 10 Rating 5 Stars,Course 10 Number of Raters ,Course 10 enrollment,Course 11 Title,Course 11 link,Course 11 Duration Hours,Course 11 Rating 5 Stars,Course 11 Number of Raters ,Course 11 enrollment,Course 12 Title,Course 12 link,Course 12 Duration Hours,Course 12 Rating 5 Stars,Course 12 Number of Raters ,Course 12 enrollment,Course 13 Title,Course 13 link,Course 13 Duration Hours,Course 13 Rating 5 Stars,Course 13 Number of Raters ,Course 13 enrollment
71,University of Michigan,/specializations/python-3-programming,Python 3 Programming,"Skills you'll gain: Computer Programming, Python Programming, Computer Science, Statistical Programming, Algorithms, Other Programming Languages, Algebra, Communication, Computer Programming Tools, Journalism, Mathematics, Programming Principles, Software Engineering, Theoretical Computer Science",4.7,20900,Beginner   Specialization   3 - 6 Months,Python Basics,/learn/python-basics?specialization=python-3-programming,34,4.8,16647,388738,"Python Functions, Files, and Dictionaries",/learn/python-functions-files-dictionaries?specialization=python-3-programming,31,4.9,5047,106480,Data Collection and Processing with Python,/learn/data-collection-processing-python?specialization=python-3-programming,16,4.7,3749,77673,Python Classes and Inheritance,/learn/python-classes-inheritance?specialization=python-3-programming,17,4.7,3469,92848,"Python Project: pillow, tesseract, and opencv",/learn/python-project?specialization=python-3-programming,14,4,1838,64816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Imperial College London,/specializations/mathematics-machine-learning,Mathematics for Machine Learning,"Skills you'll gain: Mathematics, Linear Algebra, Algebra, Machine Learning, Python Programming, Probability & Statistics, General Statistics, Calculus, Computer Programming, Mathematical Theory & Analysis, Applied Mathematics, Statistical Programming, Algorithms, Dimensionality Reduction, Regression, Theoretical Computer Science, Basic Descriptive Statistics, Data Analysis, Probability Distribution, Artificial Neural Networks, Computer Graphic Techniques, Computer Graphics, Computer Networking, Deep Learning, Differential Equations, Experiment, Machine Learning Algorithms, Network Model",4.6,13900,Beginner   Specialization   3 - 6 Months,Mathematics for Machine Learning: Linear Algebra,/learn/linear-algebra-machine-learning?specialization=mathematics-machine-learning,15,4.7,11700,344290,Mathematics for Machine Learning: Multivariate Calculus,/learn/multivariate-calculus-machine-learning?specialization=mathematics-machine-learning,16,4.7,5453,128064,Mathematics for Machine Learning: PCA,/learn/pca-machine-learning?specialization=mathematics-machine-learning,13,4,2997,82914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,University of Michigan,/specializations/data-science-python,Applied Data Science with Python,"Skills you'll gain: Python Programming, Machine Learning, Data Analysis, Data Mining, Data Science, Machine Learning Algorithms, Computer Science, Statistical Programming, Applied Machine Learning, Graph Theory, Mathematics, General Statistics, Basic Descriptive Statistics, Statistical Machine Learning, Data Structures, Natural Language Processing, Regression, Dimensionality Reduction, Exploratory Data Analysis, Feature Engineering, Statistical Analysis, Statistical Tests, Correlation And Dependence, Estimation, Linear Algebra, Computer Programming, Data Architecture, Probability & Statistics, Statistical Visualization, Algorithms, Artificial Neural Networks, Computational Logic, Computer Graphics, Data Visualization, Econometrics, Machine Learning Software, Mathematical Theory & Analysis, Network Analysis, Plot Graphics), Programming Principles, Theoretical Computer Science",4.5,33300,Intermediate   Specialization   3 - 6 Months,Introduction to Data Science in Python,/learn/python-data-analysis?specialization=data-science-python,29,4.5,26732,748144,"Applied Plotting, Charting & Data Representation in Python",/learn/python-plotting?specialization=data-science-python,12,4.5,6181,183037,Applied Machine Learning in Python,/learn/python-machine-learning?specialization=data-science-python,25,4.6,8361,282894,Applied Text Mining in Python,/learn/python-text-mining?specialization=data-science-python,21,4.2,3761,134771,Applied Social Network Analysis in Python,/learn/python-social-network-analysis?specialization=data-science-python,22,4.6,2670,96436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,University of Pennsylvania,/specializations/wharton-fintech,Fintech: Foundations & Applications of Financial Technology,"Skills you'll gain: Finance, FinTech, BlockChain, Entrepreneurship, Entrepreneurial Finance, Machine Learning, Risk Management, Investment Management, Algorithms, Machine Learning Algorithms, Theoretical Computer Science, Business Analysis, Customer Analysis, Market Research, Payments, Regulations and Compliance, Research and Design, Business Process Management, Financial Management, Strategy and Operations",4.6,3400,Beginner   Specialization   3 - 6 Months,"FinTech: Foundations, Payments, and Regulations",/learn/wharton-fintech-overview-payments-regulations?specialization=wharton-fintech,6,4.6,2309,48803,Cryptocurrency and Blockchain: An Introduction to Digital Currencies,/learn/wharton-cryptocurrency-blockchain-introduction-digital-currency?specialization=wharton-fintech,4,4.6,1400,50511,"Lending, Crowdfunding, and Modern Investing",/learn/wharton-crowdfunding-marketplace-lending-modern-investing?specialization=wharton-fintech,4,4.6,529,14288,"Application of AI, InsurTech, and Real Estate Technology",/learn/wharton-ai-application-insurtech-real-estate-technology?specialization=wharton-fintech,3,4.6,486,15471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,University of Pennsylvania,/specializations/positivepsychology,Foundations of Positive Psychology,"Skills you'll gain: Communication, Emotional Intelligence, Leadership and Management, Business Psychology, Entrepreneurship, Human Resources, People Development, Personal Development, Professional Development, Research and Design, Resilience, Probability & Statistics, Big Data, Business Analysis, Creativity, Data Analysis, Data Management, General Statistics, Statistical Analysis, Basic Descriptive Statistics",4.8,7300,Beginner   Specialization   3 - 6 Months,Positive Psychology: Martin E. P. Seligmanâ\x80\x99s Visionary Science,/learn/positive-psychology-visionary-science?specialization=positivepsychology,16,4.9,5644,103444,Positive Psychology: Applications and Interventions,/learn/positive-psychology-applications?specialization=positivepsychology,14,4.8,2002,43884,"Positive Psychology: Character, Grit and Research Methods",/learn/positive-psychology-methods?specialization=positivepsychology,23,4.4,1106,28221,Positive Psychology: Resilience Skills,/learn/positive-psychology-resilience?specialization=positivepsychology,15,4.9,2019,73142,Positive Psychology Specialization Project: Design Your Life for Well-being,/learn/positive-psychology-project?specialization=positivepsychology,8,4.8,769,26149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,University of Illinois at Urbana-Champaign,/specializations/strategic-leadership,Strategic Leadership and Management,"Skills you'll gain: Leadership and Management, Entrepreneurship, Marketing, Sales, Strategy and Operations, Strategy, Human Resources, Business Psychology, Organizational Development, Communication, Leadership Development, Research and Design, Budget Management, Finance, Negotiation, Collaboration, Decision Making, Investment Management, Adaptability, Business Development, Change Management, Culture, Market Research, Performance Management, Business Analysis, Business Communication, Business Design, Business Process Management, Conflict Management, Creativity, Human Learning, Human Resources Operations, Innovation, Mergers & Acquisitions, People Development, Planning, Problem Solving",4.8,8600,Beginner   Specialization   3 - 6 Months,Leading Teams: Developing as a Leader,/learn/leading-teams-developing-as-a-leader?specialization=strategic-leadership,11,4.8,5548,179712,Leading Teams: Building Effective Team Cultures,/learn/leading-teams-building-effective-team-cultures?specialization=strategic-leadership,10,4.8,2179,61438,Designing the Organization,/learn/designing-organization?specialization=strategic-leadership,13,4.6,1583,46034,Managing the Organization,/learn/managing-organization?specialization=strategic-leadership,12,4.7,1336,40903,Business Strategy,/learn/strategy-business?specialization=strategic-leadership,14,4.8,1829,71953,Corporate Strategy,/learn/corporate-strategy?specialization=strategic-leadership,8,4.7,1061,42824,Strategic Leadership and Management Capstone,/learn/strategic-leadership-capstone?specialization=strategic-leadership,10,4.8,245,11207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Google Cloud,/specializations/gcp-architecture,Architecting with Google Compute Engine,"Skills you'll gain: Cloud Computing, Google Cloud Platform, Web Development, Full-Stack Web Development, Cloud Load Balancing, Cloud Storage, Computer Architecture, Computer Networking, Cloud Applications, Cloud Infrastructure, Distributed Computing Architecture, Leadership and Management, Cloud Engineering, Operations Management, Strategy and Operations, Network Architecture, Systems Design, Databases, Entrepreneurship, Cloud Management, Cloud Platforms, Cloud-Based Integration, Cyberattacks, Google App Engine, Kubernetes, Security Engineering, Software As A Service, Big Data, Contract Management, Data Management, DevOps, Extract, Transform, Load, Machine Learning Software, Network Model, Network Security, Other Cloud Platforms and Tools, SQL, Software Security, Statistical Programming, System Security",4.7,56300,Intermediate   Specialization   3 - 6 Months,Google Cloud Fundamentals: Core Infrastructure,/learn/gcp-fundamentals?specialization=gcp-architecture,8,4.7,47050,687601,Essential Google Cloud Infrastructure: Foundation,/learn/gcp-infrastructure-foundation?specialization=gcp-architecture,7,4.7,16497,171618,Essential Google Cloud Infrastructure: Core Services,/learn/gcp-infrastructure-core-services?specialization=gcp-architecture,11,4.7,11292,140477,Elastic Google Cloud Infrastructure: Scaling and Automation,/learn/gcp-infrastructure-scaling-automation?specialization=gcp-architecture,7,4.7,9073,125036,Reliable Google Cloud Infrastructure: Design and Process,/learn/cloud-infrastructure-design-process?specialization=gcp-architecture,8,4.7,7133,111205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Google Cloud,/specializations/gcp-data-machine-learning,"Data Engineering, Big Data, and Machine Learning on GCP","Skills you'll gain: Cloud Computing, Computer Architecture, Data Management, Cloud Platforms, Distributed Computing Architecture, Google Cloud Platform, Machine Learning, Big Data, SQL, Apache, Data Science, Hardware Design, Extract, Transform, Load, Cloud Storage, Full-Stack Web Development, Web Development, Databases, Information Technology, Python Programming, Statistical Programming, Computer Networking, Computer Programming, Data Analysis, Data Analysis Software, Data Visualization, Data Warehousing, Database Administration, Database Application, Database Theory, Kubernetes, Network Architecture, Operating Systems, Software Framework, System Programming, Theoretical Computer Science, Applied Machine Learning, Bayesian Statistics, Business Psychology, Cloud Applications, Cloud Infrastructure, Computational Thinking, Data Architecture, Data Model, Data Structures, Deep Learning, Entrepreneurship, Exploratory Data Analysis, Feature Engineering, General Statistics, Machine Learning Algorithms, Machine Learning Software, Probability & Statistics, Tensorflow",4.6,17700,Intermediate   Specialization   3 - 6 Months,Google Cloud Big Data and Machine Learning Fundamentals,/learn/gcp-big-data-ml-fundamentals?specialization=gcp-data-machine-learning,10,4.7,15668,295414,Modernizing Data Lakes and Data Warehouses with Google Cloud,/learn/data-lakes-data-warehouses-gcp?specialization=gcp-data-machine-learning,7,4.7,2715,48007,Building Batch Data Pipelines on Google Cloud,/learn/batch-data-pipelines-gcp?specialization=gcp-data-machine-learning,17,4.5,1629,41814,Building Resilient Streaming Analytics Systems on Google Cloud,/learn/streaming-analytics-systems-gcp?specialization=gcp-data-machine-learning,8,4.6,1208,33324,"Smart Analytics, Machine Learning, and AI on Google Cloud",/learn/smart-analytics-machine-learning-ai-gcp?specialization=gcp-data-machine-learning,6,4.6,1184,33814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Arizona State University,/specializations/tesol,"TESOL Certificate, Part 1: Teach English Now!","Skills you'll gain: Human Learning, Entrepreneurship, Human Resources, Planning, Supply Chain and Logistics, Business Analysis, Business Psychology, Critical Thinking, Leadership and Management, Marketing, People Development, Research and Design, Sales, Strategy, Strategy and Operations",4.9,16500,Beginner   Specialization   3 - 6 Months,Teach English Now! Foundational Principles,/learn/english-principles?specialization=tesol,16,4.9,13586,202100,Teach English Now! Theories of Second Language Acquisition,/learn/language-theories?specialization=tesol,17,4.9,6583,83390,Teach English Now! Lesson Design and Assessment,/learn/lesson-design?specialization=tesol,21,4.9,4376,67592,Teach English Now! Capstone Project 1,/learn/teaching-english-capstone?specialization=tesol,32,4.9,2104,30375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,"University of California, Davis",/specializations/data-visualization,Data Visualization with Tableau,"Skills you'll gain: Data Visualization, Data Visualization Software, Tableau Software, Data Analysis, Business Analysis, Business Intelligence, Data Analysis Software, Interactive Data Visualization, Statistical Visualization, Software Visualization, Plot Graphics), Storytelling, Communication, Exploratory Data Analysis, Geovisualization, Persona Research, Research and Design, Statistical Analysis, Visual Design, Probability & Statistics",4.5,7700,Beginner   Specialization   3 - 6 Months,Fundamentals of Visualization with Tableau,/learn/data-visualization-tableau?specialization=data-visualization,10,4.5,6293,214703,Essential Design Principles for Tableau,/learn/dataviz-design?specialization=data-visualization,12,4.4,1943,66360,Visual Analytics with Tableau,/learn/dataviz-visual-analytics?specialization=data-visualization,7,4.6,1778,60843,Creating Dashboards and Storytelling with Tableau,/learn/dataviz-dashboards?specialization=data-visualization,14,4.6,972,57222,Data Visualization with Tableau Project,/learn/dataviz-project?specialization=data-visualization,11,4.6,511,38047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,DeepLearning.AI,/specializations/ai-for-medicine,AI for Medicine,"Skills you'll gain: Machine Learning, Machine Learning Algorithms, Python Programming, Deep Learning, Machine Learning Software, Statistical Programming, General Statistics, Artificial Neural Networks, Computer Vision, Data Analysis, Probability & Statistics, Algorithms, Applied Machine Learning, Basic Descriptive Statistics, Estimation, Exploratory Data Analysis, Natural Language Processing, Plot Graphics), Scientific Visualization, Statistical Tests, Statistical Visualization, Theoretical Computer Science, Computer Graphic Techniques, Computer Graphics, Computer Programming, Business Analysis, Data Management, Data Structures, Feature Engineering, Statistical Analysis",4.7,2200,Intermediate   Specialization   1 - 3 Months,AI for Medical Diagnosis,/learn/ai-for-medical-diagnosis?specialization=ai-for-medicine,12,4.7,1867,63971,AI for Medical Prognosis ,/learn/ai-for-medical-prognosis?specialization=ai-for-medicine,17,4.7,742,24313,AI For Medical Treatment,/learn/ai-for-medical-treatment?specialization=ai-for-medicine,13,4.7,495,21161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
