Url,Partner,,Type,Rating,Rating, reviews,Enroll,Level
/specializations/product-management,University of Alberta,Software Product Management,Specialization,Rated 4.7 out of five stars. 9922 reviews,4.7,"9,922",170K students,Beginner
/specializations/apigee-api-gcp,Google Cloud,Developing APIs with Google Cloud's Apigee API Platform,Specialization,Rated 4.6 out of five stars. 2415 reviews,4.6,"2,415",30K students,Intermediate
/specializations/music-business,Berklee College of Music,Music Business,Specialization,Rated 4.8 out of five stars. 2814 reviews,4.8,"2,814",69K students,Beginner
/specializations/supply-chain-analytics,Rutgers the State University of New Jersey,Supply Chain Analytics,Specialization,Rated 4.6 out of five stars. 1389 reviews,4.6,"1,389",46K students,Beginner
/specializations/cyber-security,"University of Maryland, College Park",Cybersecurity,Specialization,Rated 4.6 out of five stars. 4614 reviews,4.6,"4,614",160K students,Intermediate
/specializations/electronic-music-production,Berklee College of Music,Electronic Music Production,Specialization,Rated 4.8 out of five stars. 1993 reviews,4.8,"1,993",130K students,Intermediate
/specializations/professional-epidemiology,Johns Hopkins University,Epidemiology in Public Health Practice,Specialization,Rated 4.7 out of five stars. 3467 reviews,4.7,"3,467",57K students,Beginner
/specializations/inspired-leadership,Case Western Reserve University,Inspired Leadership,Specialization,Rated 4.7 out of five stars. 1936 reviews,4.7,"1,936",150K students,Intermediate
/specializations/tesol-certificate-2,Arizona State University,"TESOL Certificate, Part 2: Teach English Now!",Specialization,Rated 4.9 out of five stars. 2711 reviews,4.9,"2,711",110K students,Beginner
/learn/wharton-marketing,University of Pennsylvania,Introduction to Marketing,Course,Rated 4.8 out of five stars. 10917 reviews,4.8,"10,917",290K students,Mixed
/specializations/play-guitar,Berklee College of Music,How to Play Guitar,Specialization,Rated 4.8 out of five stars. 2397 reviews,4.8,"2,397",290K students,Beginner
/specializations/songwriting,Berklee College of Music,"Songwriting: Writing, Arranging, and Producing Music",Specialization,Rated 4.8 out of five stars. 1775 reviews,4.8,"1,775",170K students,Beginner
/specializations/g-suite-administration,Google Cloud,Google Workspace Administration,Specialization,Rated 4.7 out of five stars. 2175 reviews,4.7,"2,175",39K students,Beginner
/specializations/united-states-federal-taxation,University of Illinois at Urbana-Champaign,U.S. Federal Taxation,Specialization,Rated 4.8 out of five stars. 617 reviews,4.8,617,24K students,Intermediate
/specializations/six-sigma-black-belt,University System of Georgia,Six Sigma Black Belt,Specialization,Rated 4.6 out of five stars. 39 reviews,4.6,39,1.9K students,Intermediate
/specializations/iot,"University of California, Irvine",An Introduction to Programming the Internet of Things (IOT),Specialization,Rated 4.6 out of five stars. 17807 reviews,4.6,"17,807",430K students,Beginner
/learn/machine-learning-data-lifecycle-in-production,DeepLearning.AI,Machine Learning Data Lifecycle in Production,Course,Rated 4.5 out of five stars. 191 reviews,4.5,191,10K students,Advanced
/specializations/learn-spanish,"University of California, Davis",Learn Spanish: Basic Spanish Vocabulary,Specialization,Rated 4.6 out of five stars. 3048 reviews,4.6,"3,048",180K students,Beginner
/specializations/food-sustainability-mindful-eating-healthy-cooking,Stanford University,"Food Sustainability, Mindful Eating, and Healthy Cooking",Specialization,Rated 4.8 out of five stars. 37 reviews,4.8,37,6.2K students,Beginner
/specializations/innovation-creativity-entrepreneurship,University of Illinois at Urbana-Champaign,Innovation: From Creativity to Entrepreneurship,Specialization,Rated 4.8 out of five stars. 2549 reviews,4.8,"2,549",86K students,Beginner
/specializations/futures-thinking,Institute for the Future,Futures Thinking,Specialization,Rated 4.8 out of five stars. 1026 reviews,4.8,"1,026",36K students,Beginner
/specializations/market-research,"University of California, Davis",Market Research,Specialization,Rated 4.6 out of five stars. 1035 reviews,4.6,"1,035",58K students,Beginner
/learn/wharton-accounting,University of Pennsylvania,Introduction to Financial Accounting,Course,Rated 4.7 out of five stars. 7051 reviews,4.7,"7,051",250K students,Mixed
/specializations/become-an-emt,University of Colorado System,Become an EMT,Specialization,Rated 4.8 out of five stars. 1758 reviews,4.8,"1,758",62K students,Beginner
/specializations/software-design-architecture,University of Alberta,Software Design and Architecture,Specialization,Rated 4.6 out of five stars. 2681 reviews,4.6,"2,681",110K students,Beginner
/specializations/the-art-of-sales-mastering-the-selling-process,Northwestern University,The Art of Sales: Mastering the Selling Process,Specialization,Rated 4.7 out of five stars. 1038 reviews,4.7,"1,038",47K students,Beginner
/specializations/ielts-preparation,"University of California, Irvine",IELTS Preparation,Specialization,Rated 4.5 out of five stars. 202 reviews,4.5,202,15K students,Beginner
/specializations/transforming-fashion-business,"Parsons School of Design, The New School",Transforming the Fashion Business,Specialization,Rated 4.8 out of five stars. 33 reviews,4.8,33,2.6K students,Intermediate
/specializations/memoir-personal-essay,Wesleyan University,Memoir and Personal Essay: Write About Yourself,Specialization,Rated 4.4 out of five stars. 316 reviews,4.4,316,30K students,Beginner
/specializations/robotics,University of Pennsylvania,Robotics,Specialization,Rated 4.4 out of five stars. 3471 reviews,4.4,"3,471",140K students,Beginner
/specializations/google-golang,"University of California, Irvine",Programming with Google Go,Specialization,Rated 4.6 out of five stars. 1952 reviews,4.6,"1,952",44K students,Intermediate
/learn/algorithms-divide-conquer,Stanford University,"Divide and Conquer, Sorting and Searching, and Randomized Algorithms",Course,Rated 4.8 out of five stars. 4621 reviews,4.8,"4,621",180K students,Intermediate
/specializations/musicianship-specialization,Berklee College of Music,Developing Your Musicianship,Specialization,Rated 4.8 out of five stars. 1488 reviews,4.8,"1,488",84K students,Beginner
/specializations/entrepreneurial-finance,Duke University,Entrepreneurial Finance: Strategy and Innovation,Specialization,Rated 4.5 out of five stars. 961 reviews,4.5,961,39K students,Intermediate
/specializations/android-app-development,Vanderbilt University,Android App Development,Specialization,Rated 4.5 out of five stars. 3235 reviews,4.5,"3,235",200K students,Beginner
/specializations/information-systems,University of Minnesota,Information​ ​Systems,Specialization,Rated 4.7 out of five stars. 1179 reviews,4.7,"1,179",45K students,Beginner
/learn/convolutional-neural-networks-tensorflow,DeepLearning.AI,Convolutional Neural Networks in TensorFlow,Course,Rated 4.7 out of five stars. 6919 reviews,4.7,"6,919",98K students,Intermediate
/specializations/healthcare-law,University of Pennsylvania,Healthcare Law,Specialization,Rated 4.7 out of five stars. 241 reviews,4.7,241,6.6K students,Intermediate
/specializations/biostatistics-public-health,Johns Hopkins University,Biostatistics in Public Health,Specialization,Rated 4.8 out of five stars. 1568 reviews,4.8,"1,568",38K students,Beginner
/specializations/django,University of Michigan,Django for Everybody,Specialization,Rated 4.7 out of five stars. 1504 reviews,4.7,"1,504",61K students,Intermediate
/specializations/autodesk-cad-cam-cae-mechanical-engineering,Autodesk,Autodesk CAD/CAM/CAE for Mechanical Engineering,Specialization,Rated 4.8 out of five stars. 3750 reviews,4.8,"3,750",61K students,Intermediate
/learn/build-basic-generative-adversarial-networks-gans,DeepLearning.AI,Build Basic Generative Adversarial Networks (GANs),Course,Rated 4.7 out of five stars. 1242 reviews,4.7,"1,242",32K students,Intermediate
/specializations/advanced-machine-learning-tensorflow-gcp,Google Cloud,Advanced Machine Learning on Google Cloud,Specialization,Rated 4.5 out of five stars. 2117 reviews,4.5,"2,117",64K students,Advanced
/specializations/presentation-skills,National Research Tomsk State University,"Presentation Skills: Speechwriting, Slides and Delivery",Specialization,Rated 4.6 out of five stars. 1487 reviews,4.6,"1,487",120K students,Beginner
/specializations/drug-development-product-management,University of California San Diego,Drug Development Product Management,Specialization,Rated 4.6 out of five stars. 4395 reviews,4.6,"4,395",120K students,Beginner
/specializations/statistics-with-python,University of Michigan,Statistics with Python,Specialization,Rated 4.6 out of five stars. 2489 reviews,4.6,"2,489",98K students,Beginner
/specializations/global-health,Johns Hopkins University,Foundations of Global Health,Specialization,Rated 4.7 out of five stars. 960 reviews,4.7,960,45K students,Beginner
/specializations/data-mining,University of Illinois at Urbana-Champaign,Data Mining,Specialization,Rated 4.5 out of five stars. 2584 reviews,4.5,"2,584",190K students,Intermediate
/specializations/computational-social-science-ucdavis,"University of California, Davis",Computational Social Science,Specialization,Rated 4.6 out of five stars. 651 reviews,4.6,651,30K students,Beginner
/specializations/optical-engineering,University of Colorado Boulder,Optical Engineering,Specialization,Rated 4.4 out of five stars. 224 reviews,4.4,224,14K students,Advanced
/specializations/game-design,California Institute of the Arts,Game Design: Art and Concepts,Specialization,Rated 4.7 out of five stars. 3073 reviews,4.7,"3,073",110K students,Beginner
/learn/datasciencemathskills,Duke University,Data Science Math Skills,Course,Rated 4.5 out of five stars. 9573 reviews,4.5,"9,573",280K students,Beginner
/specializations/russian-for-beginners-a1,Saint Petersburg State University,Russian for beginners А1. Русский язык: A1,Specialization,Rated 4.6 out of five stars. 727 reviews,4.6,727,26K students,Beginner
/specializations/fintech,The Hong Kong University of Science and Technology,FinTech: Finance Industry Transformation and Regulation,Specialization,Rated 4.7 out of five stars. 583 reviews,4.7,583,29K students,Beginner
/specializations/excel-vba-creative-problem-solving,University of Colorado Boulder,Excel/VBA for Creative Problem Solving,Specialization,Rated 4.8 out of five stars. 3756 reviews,4.8,"3,756",110K students,Beginner
/specializations/core-java,LearnQuest,Core Java,Specialization,Rated 4.6 out of five stars. 362 reviews,4.6,362,11K students,Intermediate
/specializations/investment-portolio-management,Rice University,Investment and Portfolio Management,Specialization,Rated 4.5 out of five stars. 2059 reviews,4.5,"2,059",93K students,Beginner
/specializations/professional-skills-for-the-workplace,"University of California, Davis",Professional Skills for the Workplace,Specialization,Rated 4.7 out of five stars. 305 reviews,4.7,305,10K students,Beginner
/learn/cs-fundamentals-1,University of Illinois at Urbana-Champaign,Object-Oriented Data Structures in C++,Course,Rated 4.7 out of five stars. 2127 reviews,4.7,"2,127",61K students,Intermediate
/specializations/from-data-to-insights-google-cloud-platform,Google Cloud,From Data to Insights with Google Cloud,Specialization,Rated 4.6 out of five stars. 3464 reviews,4.6,"3,464",53K students,Beginner
/specializations/inspirational-leadership,HEC Paris,Inspirational Leadership: Leading with Sense,Specialization,Rated 4.6 out of five stars. 2231 reviews,4.6,"2,231",100K students,Beginner
/specializations/financial-management,University of Illinois at Urbana-Champaign,Financial Management,Specialization,Rated 4.7 out of five stars. 5551 reviews,4.7,"5,551",140K students,Intermediate
/specializations/quantum-computing-from-basics-to-the-cutting-edge,Saint Petersburg State University,Quantum Computing: from Basics to the Cutting Edge,Specialization,Rated 4.3 out of five stars. 436 reviews,4.3,436,39K students,Intermediate
/specializations/cancer-biology,Johns Hopkins University,Cancer Biology,Specialization,Rated 4.8 out of five stars. 7514 reviews,4.8,"7,514",190K students,Beginner
/specializations/c-programming,Duke University,Introductory C Programming,Specialization,Rated 4.6 out of five stars. 6175 reviews,4.6,"6,175",180K students,Beginner
/specializations/tensorflow-data-and-deployment,DeepLearning.AI,TensorFlow: Data and Deployment,Specialization,Rated 4.6 out of five stars. 1138 reviews,4.6,"1,138",38K students,Intermediate
/specializations/hsk-learn-chinese,Peking University,Learn Chinese: HSK Test Preparation,Specialization,Rated 4.8 out of five stars. 2425 reviews,4.8,"2,425",78K students,Beginner
/specializations/managing-cybersecurity,University System of Georgia,Managing Cybersecurity,Specialization,Rated 4.7 out of five stars. 541 reviews,4.7,541,15K students,Beginner
/specializations/public-speaking,University of Washington,Dynamic Public Speaking,Specialization,Rated 4.8 out of five stars. 2017 reviews,4.8,"2,017",220K students,Beginner
/learn/wharton-cryptocurrency-blockchain-introduction-digital-currency,University of Pennsylvania,Cryptocurrency and Blockchain: An Introduction to Digital Currencies,Course,Rated 4.6 out of five stars. 1006 reviews,4.6,"1,006",29K students,Mixed
/specializations/marketing-mix,IE Business School,Marketing Mix Implementation,Specialization,Rated 4.7 out of five stars. 4717 reviews,4.7,"4,717",150K students,Beginner
/specializations/foundational-finance,University of Michigan,Foundational Finance for Strategic Decision Making,Specialization,Rated 4.7 out of five stars. 899 reviews,4.7,899,34K students,Beginner
/specializations/linux-private-cloud-administration-power-systems,IBM,Linux and Private Cloud Administration on IBM Power Systems,Specialization,Rated 4.8 out of five stars. 345 reviews,4.8,345,11K students,Intermediate
/specializations/gis-mapping-spatial-analysis,University of Toronto,"GIS, Mapping, and Spatial Analysis",Specialization,Rated 4.9 out of five stars. 1967 reviews,4.9,"1,967",56K students,Beginner
/specializations/programming-unity-game-development,University of Colorado System,C# Programming for Unity Game Development,Specialization,Rated 4.6 out of five stars. 1922 reviews,4.6,"1,922",84K students,Beginner
/specializations/computer-fundamentals,Rice University,Fundamentals of Computing,Specialization,Rated 4.8 out of five stars. 3717 reviews,4.8,"3,717",240K students,Beginner
/specializations/microsoft-azure-dp-900-data-fundamentals,Microsoft,Microsoft Azure Data Fundamentals DP-900 Exam Prep,Specialization,Rated 4.6 out of five stars. 84 reviews,4.6,84,3.3K students,Beginner
/specializations/power-electronics,University of Colorado Boulder,Power Electronics,Specialization,Rated 4.7 out of five stars. 3098 reviews,4.7,"3,098",100K students,Intermediate
/specializations/game-design-and-development,Michigan State University,Game Design and Development with Unity 2020,Specialization,Rated 4.7 out of five stars. 193 reviews,4.7,193,8.4K students,Beginner
/specializations/toefl-preparation,"University of California, Irvine",TOEFL Preparation,Specialization,Rated 4.5 out of five stars. 88 reviews,4.5,88,5.3K students,Beginner
/specializations/financial-instruments-trading-investing,Interactive Brokers,Practical Guide to Trading,Specialization,Rated 4.3 out of five stars. 94 reviews,4.3,94,9.4K students,Beginner
/specializations/become-a-journalist,Michigan State University,Become a Journalist: Report the News!,Specialization,Rated 4.7 out of five stars. 1377 reviews,4.7,"1,377",47K students,Beginner
/specializations/wharton-retail-strategy,University of Pennsylvania,Omnichannel Retail Strategy,Specialization,Rated 4.8 out of five stars. 29 reviews,4.8,29,,Beginner
/specializations/strategic-management,Copenhagen Business School,Strategic Management and Innovation,Specialization,Rated 4.7 out of five stars. 4302 reviews,4.7,"4,302",100K students,Beginner
/specializations/digital-transformation-using-ai-ml-with-google-cloud,Google Cloud,Digital Transformation Using AI/ML with Google Cloud,Specialization,Rated 4.6 out of five stars. 5322 reviews,4.6,"5,322",150K students,Beginner
/specializations/wharton-global-business-strategy,University of Pennsylvania,Business Strategies for A Better World,Specialization,Rated 4.7 out of five stars. 1489 reviews,4.7,"1,489",34K students,Beginner
/learn/fundamentals-of-reinforcement-learning,University of Alberta,Fundamentals of Reinforcement Learning,Course,Rated 4.8 out of five stars. 2084 reviews,4.8,"2,084",54K students,Intermediate
/learn/introduction-blockchain-technologies,INSEAD,Introduction to Blockchain Technologies,Course,Rated 4.7 out of five stars. 1755 reviews,4.7,"1,755",43K students,Beginner
/specializations/spacecraft-dynamics-control,University of Colorado Boulder,Spacecraft Dynamics and Control,Specialization,Rated 4.8 out of five stars. 329 reviews,4.8,329,24K students,Advanced
/specializations/value-chain-management,University of Illinois at Urbana-Champaign,Value Chain Management,Specialization,Rated 4.7 out of five stars. 3992 reviews,4.7,"3,992",110K students,Intermediate
/specializations/data-warehousing,University of Colorado System,Data Warehousing for Business Intelligence,Specialization,Rated 4.5 out of five stars. 3332 reviews,4.5,"3,332",200K students,Advanced
/learn/tensorflow-sequences-time-series-and-prediction,DeepLearning.AI,"Sequences, Time Series and Prediction",Course,Rated 4.7 out of five stars. 4154 reviews,4.7,"4,154",84K students,Intermediate
/specializations/digital-transformation-financial-services,Copenhagen Business School,Digital Transformation in Financial Services,Specialization,Rated 4.4 out of five stars. 1595 reviews,4.4,"1,595",43K students,Beginner
/specializations/algebra-elementary-to-advanced,Johns Hopkins University,Algebra: Elementary to Advanced,Specialization,Rated 4.8 out of five stars. 49 reviews,4.8,49,3.6K students,Beginner
/learn/machine-learning-modeling-pipelines-in-production,DeepLearning.AI,Machine Learning Modeling Pipelines in Production,Course,Rated 4.6 out of five stars. 67 reviews,4.6,67,5.5K students,Advanced
/specializations/javascript-beginner,"University of California, Davis",JavaScript for Beginners,Specialization,Rated 4.6 out of five stars. 145 reviews,4.6,145,10K students,Beginner
/specializations/hotel-management,ESSEC Business School,"Hotel Management: Distribution, Revenue and Demand Management",Specialization,Rated 4.6 out of five stars. 1663 reviews,4.6,"1,663",41K students,Beginner
/specializations/hands-on-cpp,Codio,Programming in C++: A Hands-on Introduction,Specialization,Rated 4.5 out of five stars. 157 reviews,4.5,157,5.5K students,Beginner
/specializations/intermediate-grammar,"University of California, Irvine",Learn English: Intermediate Grammar,Specialization,Rated 4.8 out of five stars. 4421 reviews,4.8,"4,421",220K students,Intermediate
/specializations/embedding-sensors-motors,University of Colorado Boulder,Embedding Sensors and Motors,Specialization,Rated 4.6 out of five stars. 1758 reviews,4.6,"1,758",56K students,Intermediate
/specializations/energy-industry,University at Buffalo,"Energy Production, Distribution & Safety",Specialization,Rated 4.7 out of five stars. 8954 reviews,4.7,"8,954",100K students,Beginner
/learn/microeconomics-part1,University of Pennsylvania,Microeconomics: The Power of Markets,Course,Rated 4.7 out of five stars. 1084 reviews,4.7,"1,084",45K students,Mixed
/learn/wharton-introduction-spreadsheets-models,University of Pennsylvania,Introduction to Spreadsheets and Models,Course,Rated 4.2 out of five stars. 3442 reviews,4.2,"3,442",91K students,Mixed
/specializations/palliative-care-always,Stanford University,Palliative Care Always,Specialization,Rated 4.4 out of five stars. 27 reviews,4.4,27,2.1K students,Beginner
/specializations/introduction-scripting-in-python,Rice University,Introduction to Scripting in Python,Specialization,Rated 4.7 out of five stars. 3594 reviews,4.7,"3,594",100K students,Beginner
/learn/ai-law,Lund University,AI & Law,Course,Rated 4.8 out of five stars. 89 reviews,4.8,89,5.7K students,Mixed
/specializations/machine-learning-reinforcement-finance,New York University,Machine Learning and Reinforcement Learning in Finance,Specialization,Rated 3.7 out of five stars. 718 reviews,3.7,718,39K students,Intermediate
/specializations/modernrobotics,Northwestern University,"Modern Robotics: Mechanics, Planning, and Control",Specialization,Rated 4.7 out of five stars. 769 reviews,4.7,769,39K students,Intermediate
/specializations/financial-reporting,University of Illinois at Urbana-Champaign,Financial Reporting,Specialization,Rated 4.8 out of five stars. 562 reviews,4.8,562,29K students,Intermediate
/specializations/data-collection,University of Michigan,Survey Data Collection and Analytics,Specialization,Rated 4.3 out of five stars. 1142 reviews,4.3,"1,142",60K students,Beginner
/specializations/digital-signal-processing,École Polytechnique Fédérale de Lausanne,Digital Signal Processing,Specialization,Rated 4.5 out of five stars. 456 reviews,4.5,456,30K students,Intermediate
/specializations/team-building,University of Pennsylvania,Culture-Driven Team Building,Specialization,Rated 4.6 out of five stars. 594 reviews,4.6,594,24K students,Beginner
/learn/everyday-excel-part-1,University of Colorado Boulder,"Everyday Excel, Part 1",Course,Rated 4.7 out of five stars. 1900 reviews,4.7,"1,900",140K students,Beginner
/specializations/r,Johns Hopkins University,Mastering Software Development in R,Specialization,Rated 4.3 out of five stars. 1397 reviews,4.3,"1,397",67K students,Beginner
/learn/custom-models-layers-loss-functions-with-tensorflow,DeepLearning.AI,"Custom Models, Layers, and Loss Functions with TensorFlow",Course,Rated 4.9 out of five stars. 519 reviews,4.9,519,13K students,Intermediate
/specializations/accounting,"University of California, Irvine",Introduction to Financial Accounting: The Accounting Cycle,Specialization,Rated 4.8 out of five stars. 130 reviews,4.8,130,2.7K students,Beginner
/specializations/software-testing-automation,University of Minnesota,Software Testing and Automation,Specialization,Rated 4.3 out of five stars. 327 reviews,4.3,327,38K students,Intermediate
/learn/ai-for-medical-diagnosis,DeepLearning.AI,AI for Medical Diagnosis,Course,Rated 4.7 out of five stars. 1584 reviews,4.7,"1,584",45K students,Intermediate
/specializations/trading-strategy,Indian School of Business,Trading Strategies in Emerging Markets,Specialization,Rated 4.2 out of five stars. 2310 reviews,4.2,"2,310",130K students,Beginner
/specializations/systems-biology,Icahn School of Medicine at Mount Sinai,Systems Biology and Biotechnology,Specialization,Rated 4.4 out of five stars. 780 reviews,4.4,780,64K students,Intermediate
/specializations/healthcare-information-literacy-data-analytics,"University of California, Davis",Health Information Literacy for Data Analytics,Specialization,Rated 4.5 out of five stars. 137 reviews,4.5,137,14K students,Intermediate
/specializations/java-object-oriented,University of California San Diego,Object Oriented Java Programming: Data Structures and Beyond,Specialization,Rated 4.7 out of five stars. 6486 reviews,4.7,"6,486",320K students,Intermediate
/specializations/advanced-grammar-punctuation,"University of California, Irvine",Learn English: Advanced Grammar and Punctuation,Specialization,Rated 4.8 out of five stars. 1938 reviews,4.8,"1,938",110K students,Advanced
/specializations/cloud-computing,University of Illinois at Urbana-Champaign,Cloud Computing,Specialization,Rated 4.4 out of five stars. 1813 reviews,4.4,"1,813",160K students,Intermediate
/specializations/extended-reality-for-everybody,University of Michigan,Extended Reality for Everybody,Specialization,Rated 4.6 out of five stars. 115 reviews,4.6,115,6K students,Beginner
/learn/excel-data-analysis-fundamentals,Macquarie University,Excel Fundamentals for Data Analysis,Course,Rated 4.8 out of five stars. 1402 reviews,4.8,"1,402",60K students,Intermediate
/specializations/microsoft-azure-ai-900-ai-fundamentals,Microsoft,Microsoft Azure AI Fundamentals AI-900 Exam Prep,Specialization,Rated 4.7 out of five stars. 102 reviews,4.7,102,3.7K students,Beginner
/specializations/qualitative-research-design-and-methods-for-public-health,Emory University,Qualitative Research Design and Methods for Public Health,Specialization,Rated 4.8 out of five stars. 64 reviews,4.8,64,6.6K students,Beginner
/specializations/learn-english,Tsinghua University,Learn English,Specialization,Rated 4.4 out of five stars. 624 reviews,4.4,624,70K students,Beginner
/specializations/machine-learning-trading,New York Institute of Finance,Machine Learning for Trading,Specialization,Rated 3.9 out of five stars. 844 reviews,3.9,844,35K students,Intermediate
/specializations/building-cloud-computing-solutions-at-scale,Duke University,Building Cloud Computing Solutions at Scale,Specialization,Rated 4.5 out of five stars. 53 reviews,4.5,53,4.1K students,Intermediate
/specializations/business-technology-managment,Indian School of Business,Business Technology Management,Specialization,Rated 4.7 out of five stars. 6976 reviews,4.7,"6,976",200K students,Beginner
/specializations/english-for-business,Arizona State University,Business English,Specialization,Rated 4.7 out of five stars. 1939 reviews,4.7,"1,939",94K students,Intermediate
/specializations/data-science-with-databricks-for-data-analysts,Databricks,Data Science with Databricks for Data Analysts,Specialization,Rated 4.5 out of five stars. 232 reviews,4.5,232,9.5K students,Intermediate
/learn/build-better-generative-adversarial-networks-gans,DeepLearning.AI,Build Better Generative Adversarial Networks (GANs),Course,Rated 4.7 out of five stars. 459 reviews,4.7,459,14K students,Intermediate
/specializations/autodesk-cad-cam-manufacturing,Autodesk,Autodesk CAD/CAM for Manufacturing,Specialization,Rated 4.8 out of five stars. 791 reviews,4.8,791,26K students,Intermediate
/specializations/healthcare-organization-operations,Rutgers the State University of New Jersey,Healthcare Organization Operations,Specialization,Rated 4.6 out of five stars. 393 reviews,4.6,393,21K students,Beginner
/specializations/mathematics-for-data-science,HSE University,Mathematics for Data Science,Specialization,Rated 4.4 out of five stars. 800 reviews,4.4,800,62K students,Beginner
/learn/python-basics,University of Michigan,Python Basics,Course,Rated 4.8 out of five stars. 13534 reviews,4.8,"13,534",270K students,Beginner
/specializations/real-time-embedded-systems,University of Colorado Boulder,Real-Time Embedded Systems,Specialization,Rated 4 out of five stars. 29 reviews,4,29,7.8K students,Intermediate
/specializations/negotiation-mediation-conflict-resolution,ESSEC Business School,"Negotiation, Mediation and Conflict Resolution",Specialization,Rated 4.7 out of five stars. 1461 reviews,4.7,"1,461",54K students,Beginner
/learn/visual-elements-user-interface-design,California Institute of the Arts,Visual Elements of User Interface Design,Course,Rated 4.7 out of five stars. 4418 reviews,4.7,"4,418",150K students,Beginner
/specializations/school-health-for-children-and-adolescents,University of Colorado System,School Health for Children and Adolescents,Specialization,Rated 4.8 out of five stars. 1871 reviews,4.8,"1,871",39K students,Beginner
/specializations/social-welfare-policy,Columbia University,Social Policy for Social Services & Health Practitioners,Specialization,Rated 4.8 out of five stars. 302 reviews,4.8,302,8.5K students,Beginner
/specializations/secure-coding-practices,"University of California, Davis",Secure Coding Practices,Specialization,Rated 4.5 out of five stars. 419 reviews,4.5,419,19K students,Intermediate
/specializations/supply-chain-finance-and-blockchain-technology,New York Institute of Finance,Supply Chain Finance and Blockchain Technology,Specialization,Rated 4.6 out of five stars. 269 reviews,4.6,269,9.2K students,Intermediate
/learn/basic-statistics,University of Amsterdam,Basic Statistics,Course,Rated 4.6 out of five stars. 3911 reviews,4.6,"3,911",240K students,Beginner
/learn/introduction-portfolio-construction-python,EDHEC Business School,Introduction to Portfolio Construction and Analysis with Python,Course,Rated 4.8 out of five stars. 1042 reviews,4.8,"1,042",39K students,Mixed
/learn/intro-blockchain-financial-services,INSEAD,Introduction to Blockchain for Financial Services,Course,Rated 4.7 out of five stars. 432 reviews,4.7,432,12K students,Beginner
/learn/gis,"University of California, Davis",Fundamentals of GIS,Course,Rated 4.8 out of five stars. 4679 reviews,4.8,"4,679",120K students,Beginner
/learn/search-engine-optimization,"University of California, Davis",Introduction to Google SEO,Course,Rated 4.6 out of five stars. 8257 reviews,4.6,"8,257",200K students,Beginner
/specializations/fundraising-development,"University of California, Davis",Fundraising and Development,Specialization,Rated 4.6 out of five stars. 227 reviews,4.6,227,13K students,Beginner
/specializations/digital-manufacturing-design-technology,University at Buffalo,Digital Manufacturing & Design Technology,Specialization,Rated 4.6 out of five stars. 5799 reviews,4.6,"5,799",83K students,Beginner
/specializations/statistical-modeling-for-data-science-applications,University of Colorado Boulder,Statistical Modeling for Data Science Applications,Specialization,Intermediate,,,,
/specializations/aerospace,Technische Universität München (TUM),Digitalisation in Aeronautics and Space,Specialization,Rated 4.6 out of five stars. 202 reviews,4.6,202,6.2K students,Intermediate
/learn/intro-self-driving-cars,University of Toronto,Introduction to Self-Driving Cars,Course,Rated 4.7 out of five stars. 2277 reviews,4.7,"2,277",110K students,Advanced
/specializations/impacts-of-the-environment-on-global-public-health,University of Michigan,Impacts of the Environment on Global Public Health,Specialization,Beginner,,,,
/specializations/visual-basic-computer-programming,LearnQuest,Introduction to Computer Programming with Visual Basic,Specialization,Rated 4.8 out of five stars. 19 reviews,4.8,19,,Beginner
/learn/project-planning,"University of California, Irvine",Initiating and Planning Projects,Course,Rated 4.7 out of five stars. 19925 reviews,4.7,"19,925",360K students,Mixed
/specializations/3d-printing-additive-manufacturing,University of Illinois at Urbana-Champaign,3D Printing and Additive Manufacturing,Specialization,Rated 4.6 out of five stars. 2047 reviews,4.6,"2,047",79K students,Beginner
/specializations/english-for-research-publication-purposes,Moscow Institute of Physics and Technology,English for Research Publication Purposes,Specialization,Rated 4.6 out of five stars. 1069 reviews,4.6,"1,069",80K students,Intermediate
/specializations/competitive-strategy,Ludwig-Maximilians-Universität München (LMU),Competitive Strategy and Organization Design,Specialization,Rated 4.7 out of five stars. 3454 reviews,4.7,"3,454",390K students,Intermediate
/specializations/computer-communications,University of Colorado System,Computer Communications,Specialization,Rated 4.6 out of five stars. 2381 reviews,4.6,"2,381",76K students,Intermediate
/specializations/accounting-data-analytics,University of Illinois at Urbana-Champaign,Accounting Data Analytics,Specialization,Rated 4.7 out of five stars. 418 reviews,4.7,418,27K students,Intermediate
/specializations/health-effects-cannabis-thc-cbd,University of Colorado Boulder,Medical Cannabis: The Health Effects of THC and CBD,Specialization,Rated 4.7 out of five stars. 337 reviews,4.7,337,15K students,Beginner
/specializations/pcdp,Rice University,"Parallel, Concurrent, and Distributed Programming in Java",Specialization,Rated 4.6 out of five stars. 1372 reviews,4.6,"1,372",44K students,Intermediate
/learn/advanced-computer-vision-with-tensorflow,DeepLearning.AI,Advanced Computer Vision with TensorFlow,Course,Rated 4.8 out of five stars. 237 reviews,4.8,237,11K students,Intermediate
/specializations/nonprofit,University at Buffalo,Improving Leadership & Governance in Nonprofit Organizations,Specialization,Rated 4.4 out of five stars. 195 reviews,4.4,195,26K students,Beginner
/learn/data-visualization-tableau,"University of California, Davis",Fundamentals of Visualization with Tableau,Course,Rated 4.5 out of five stars. 5136 reviews,4.5,"5,136",130K students,Beginner
